id,title,description,publishedAt,channelId,channelTitle,tags,categoryId,duration,durationSeconds,viewCount,commentCount,definicion,idioma_audio
sX9KvlLmXAU,"Robar era letal en la edad media , esto pasaba si te agarraban con la mano en la masa #curiosidades",,2025-06-06T18:13:30Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M9S,69,2613,1,hd,es
IhaCPghHGVA,Tenía un sirviente dedicado solo a limpiarle el Nudo #curiosidades #edadmedia,,2025-06-06T18:10:00Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,curiosidades,10,PT1M4S,64,2731,0,hd,es
Ez6GDRnM22w,"El Rey mas apestoso, sabías esto? #curiosidades #sabiasque #edadmedia #historiareal",,2025-06-05T20:00:18Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M8S,68,3591,0,hd,es
05MSaJRB_j8,"la historia del niño que vino de la colina, sabías esto ? #curiosidades #historiareal",,2025-06-05T12:00:01Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M30S,90,3664,0,hd,es
GaGS9WpNHSA,"Loque hizo este carnicero a las personas gordas fue pura maldad, sabías esto? #curiosidades",,2025-06-05T02:23:24Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M22S,82,12798,11,hd,es
FVYBwO6eqEE,"está historia te dejará helado,sabías esto? #curiosidades",,2025-06-04T20:00:12Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT2M28S,148,1714,3,hd,es
5-oCXCyj2s8,“El misterio real que ni la policía pudo resolver…” #curiosidades #historiareal #realmystery,"#RealMystery  
#UnexplainedEvents  
#VanishedVillage  
#CreepyFacts  
#TrueStory  
#WeirdHistory  
#RealEvents  
#UnsolvedMysteries  
#ScaryShorts  
#TikTokMystery  
#HistoryMystery  
#WhatHappened  
#DarkHistory",2025-06-04T18:00:04Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,DarkHistory|RealMystery,24,PT2M28S,148,2417,2,hd,es
B5CnjqaA1W0,"El caso de premonición más extraño registrado, sabías esto? #curiosidades #historiareal #crepypastas",,2025-06-04T12:00:16Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M15S,75,3541,14,hd,es
Z05mXtKCPGY,"Así eran los dentistas en la edad media,sabías esto? #curiosidades #edadmedia #historiareal",,2025-06-03T23:00:36Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M1S,61,2221,0,hd,es
T_jtK4m5Bmw,"hábitos más repugnantes en la edad media, sabías esto ? #curiosidades #edadmedia #sabiasque",,2025-06-03T18:00:33Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M1S,61,1917,3,hd,es
nW9IucTMvIo,"ser gordo era ser millonario en la edad media, sabías esto ? #curiosidades #edadmedia #sabiasque",,2025-06-03T11:01:18Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M15S,75,2453,0,hd,es
0k_VfHFg6Ns,"Anabelle la verdadera historia,sabías esto ? #curiosidades #sabiasque #historiareal",,2025-06-02T20:00:00Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M29S,89,51510,15,hd,es
L18gAmabnC8,"este es la historia oscura detrás de hello Kitty y es aterradora ,sabías esto?#curiosidades#misterio",,2025-06-02T18:00:23Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M45S,105,2478,0,hd,es
w99zXM33O24,"está es la verdadera historia de Dexter, y es aterradora, lo sabías? #curiosidades",,2025-06-01T19:00:57Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT2M,120,537102,32,hd,es
X23w2iTY3FY,"Reírse era un delito, si te reías te pasaba esto ? #curiosidades",,2025-05-31T20:00:20Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M4S,64,2366,2,hd,es
QF_sxTJbKNs,el imperio que desafío a Dios y les paso esto .. sabías esto ? #curiosidades,,2025-05-31T18:00:18Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT2M20S,140,2237,1,hd,es
YqvDKJxgXdk,"el imperio que desafío a Dios , sabías esto ? #curiosidades #labiblia",#curiosidades #historiareal #labiblia,2025-05-31T12:00:58Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT2M21S,141,23323,33,hd,es
TdDrPCXq7N8,"el castigo de Caín, sabías esto #curiosidades #labiblia",el peor castigo de Caín,2025-05-30T21:40:00Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,curiosidades|la biblia|sabiasque|curioso|short,10,PT1M3S,63,2171,0,hd,es
y6nq0CtsWVk,"LA MÁQUINA MAS ATERRADORA CONSTRUIDA POR EL SER HUMANO, Y FUNCIONABA CON CARNE VIVA #curiosidades",,2025-05-30T16:01:40Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M41S,101,2620,1,hd,es
41CgxACC7oc,"métodos de ejecución más mortales de la edad media,sabías esto? #curiosidades #edadmedia #shorts",,2025-05-30T11:00:06Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M1S,61,4124,1,hd,es
FXv742m87qY,UNA BROMA LE COSTO LA VIDA A UN REY SABIAS ESTO ? #curiosidades,,2025-05-30T04:00:17Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M4S,64,1944,0,hd,es
3wHnoUAtezs,"la danza de la muerte en la edad media ,sabías esto? #curiosidades",,2025-05-30T03:59:55Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M5S,65,1450,0,hd,es
CLRaX6nLc4w,❗ Nadie quería este trabajo… pero alguien tenía que hacerlo #curiosidades #edadmedia #sabiasque,"¿Probar orina como parte de tu trabajo?
En la Edad Media, eso era normal.
Médicos creían que el sabor y color de la orina revelaban enfermedades.
Y sí… ¡pagaban a gente para hacerlo!

¿Tú lo aceptarías por unas monedas? 🤔
Déjame tu respuesta en los comentarios.",2025-05-29T23:00:11Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,#Shorts #Curiosidades #EdadMedia #TrabajoRaro #HistoriasReales #SabíasQue #Misterios #DatoCurioso,24,PT59S,59,1406,0,hd,es-419
8uVq_yXoekA,"la historia de mas trágica de la biblia , sabías esto? #curiosidades #labiblia",,2025-05-29T17:00:22Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M19S,79,1483,0,hd,es
cB5e2ppwgtI,"el rey Walter, el rey más gordo del mundo , sabías esto ? #curiosidades #edadmedia",,2025-05-29T13:01:14Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M15S,75,1159,0,hd,es
bSVejdJNDpc,"luis 14 el famoso rey sol de Francia, sabías esto ? #curiosidades #sabiasque #edadmedia",,2025-05-29T01:26:35Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M2S,62,1679,2,hd,es
Oqv9qJgQlZE,los hombres se apretaban tanto ahí abajo ⬇️ solo para demostrar poder #curiosidades,,2025-05-28T20:00:14Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M4S,64,624,0,hd,es
_H6VnQH6lDw,"la obsesión de nerón, el destino de esporo #curiosidades #curiosidades #edadmedia #historiareal",,2025-05-28T12:42:16Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M7S,67,1183,0,hd,es
-XZEnaQIjqc,la obsesión de nerón #curiosidades #edadmedia #sabiasque,,2025-05-28T06:00:23Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M7S,67,968,0,hd,es
RnCDp3JYpjk,cómo era estar en el baño en la edad media #curiosidades #edadmedia,,2025-05-27T13:39:27Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M18S,78,2308,0,hd,es
fEOOhz48Y7A,ASI SE EVITABA LA INFIDELIDAD EN LA EDAD MEDIA SABIAS ESTO ? #curiosidades #sabiasque,,2025-05-27T08:06:47Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M1S,61,596,0,hd,es
q3_12bVnjVU,el cielo tenía precio? sabías eso ? #curiosidades #edadmedia,,2025-05-26T22:26:25Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M10S,70,1197,0,hd,es
klYELQ-Y2oQ,"las tres mafias mas peligrosas del mundo , sabías esto ?! #curiosidades",,2025-05-26T12:17:26Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M13S,73,1309,0,hd,es
B9nmAJTLhrA,"la mujer que tuvo más hijos en la historia, sabías esto? #curiosidades #edadmedia",,2025-05-24T12:00:16Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M3S,63,3587,2,hd,es
SwQ3SbKzf8k,porque las mujeres nobles olían mal ? #curiosidades,,2025-05-23T21:02:29Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M1S,61,2442,2,hd,es
12XVt9Q1X0Y,el maquillaje era para los hombres? sabías esto? #curiosidades,,2025-05-23T07:02:34Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M8S,68,11887,3,hd,es
m3nsMlBDn7Y,está caso te dejará frío #curiosidades,,2025-05-22T21:42:24Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT2M41S,161,1500,0,hd,es
xV2sM40rbZ8,el viajero del tiempo #curiosidades#MisteriosReales#HistoriaReal#ElHombreDeTaured#ViajerosEnElTiempo,,2025-05-22T09:04:39Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT2M41S,161,388,0,hd,es
S9-ii25kih8,🎮 ¿Fortnite ya existía antes de internet? ¡Te vas a sorprender! #curiosidades #edadmedia #fornite,,2025-05-16T21:42:59Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M12S,72,1855,1,hd,es
5OhPANdckVs,está es la isla 🏝️ más peligrosa y protegida del mundo #datoscurisos #curiosidades,está es la isla 🏝️ más peligrosa y protegida del mundo #datoscurisos #curiosidades,2026-03-10T01:39:59Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,curiosidades|shorts|datos curiosos,24,PT1M11S,71,1267,0,hd,es
XyvzqwpkJs4,te imaginas una boda donde la novia solo tiene 10 años ? y no es ficción 😱 que opinas? #curiosidades,te imaginas una boda donde la novia solo tiene 10 años ? y no es ficción 😱 que opinas? #curiosidades,2026-03-06T21:28:04Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,curiosidades|shorts|videos,24,PT1M54S,114,410,0,hd,es
hNpQiI9Hpd8,el lugar más prohibido del mundo 🌍 que esconderan ahí ? #curiosidades #datoscurisos #viral,el lugar más prohibido del mundo 🌍 que esconderan ahí ? #curiosidades #datoscurisos #viral,2026-03-04T20:28:57Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,curiosidades|viral|documental|documentales|documentos|curioso|IA|virales|viralshort|video|shorts,24,PT1M18S,78,398,0,hd,es
MZhsoo3mZMk,si entras en este lugar podrían dispararte sin aviso que esconderan en el área 5 1 😱 #curiosidades,"Durante décadas, el gobierno de Estados Unidos negó la existencia de la misteriosa Área 51…
Luces en el cielo.
Testigos silenciados.
Archivos desaparecidos.
¿Tecnología militar avanzada… o algo que no es de este mundo?
💬 Comenta:
👽 Si crees que esconden algo
🚫 Si piensas que todo es una estrategia militar
Y compártelo con alguien que ame los misterios. 🔥",2026-03-04T16:31:53Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT1M18S,78,266,0,hd,es
wjD2vvqfLyA,nadie sospechaba de el hasta que...lo más aterrador fue Loque encontraron 😱 Jeffrey Dahmer parte 1,nadie sospechaba de el hasta que...lo más aterrador fue Loque encontraron 😱 Jeffrey Dahmer parte 1,2026-03-03T16:01:17Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT1M19S,79,344,0,hd,es
skesdZPzX2Y,El Prisionero Sin Rostro Que El Rey Intentó Borrar de la Historia… ¿Quién Era Realmente? 😱,"Dicen que estuvo preso por órdenes directas de
Luis XIV.
Dicen que nadie podía mirarlo a los ojos.
Dicen que su identidad era tan peligrosa… que debía desaparecer.
Pero lo más inquietante no es la máscara.
Es que cuando murió…
su nombre fue borrado.
Su celda limpiada.
Y los registros alterados.
¿Era el hermano secreto del rey?
¿Un heredero oculto?
¿O alguien que sabía demasiado?
🗝️ Comenta tu teoría con una palabra:
“GEMELO” o “TRAICIÓN”
Si este misterio te dejó pensando… comparte.
Parte 2 si este post supera los 200 comentarios.
#curiosidades #datoscurisos",2026-03-03T11:07:26Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,curiosidades,24,PT1M35S,95,1047,0,hd,es
Gl63Z9YLnIo,"Bañarte era un pecado, sabías esto de la edad media? #curiosidades #edadmedia #sabiasque",,2025-06-05T18:06:26Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M10S,70,10739,1,hd,es
jLVh4qFqtkw,este hombre convirtió a su hijo en un muñeco #curiosidades,,2025-05-25T18:04:20Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M4S,64,2406469,153,hd,es
